Country,State,City,Locality,Area_Type,Plot_Size_sqft,Builtup_Area_sqft,Carpet_Area_sqft,Floors,Floor_Number,Bedrooms,Bathrooms,Balconies,Living_Rooms,Dining_Room,Kitchens,Study_Room,Office_Room,Parking,Garden,Swimming_Pool,Terrace,Basement,Lift,Property_Age_years,Facing_Direction,Furnishing,Smart_Home,Solar_Panels,EV_Charging,Security_System,Water_Supply,Power_Backup,School_Dist_km,Hospital_Dist_km,Metro_Dist_km,Airport_Dist_km,School_Index,Hospital_Index,Transit_Index,Safety_Score,Green_Space_Score,AQI,Price_INR
India,Maharashtra,Nagpur,Hingna Village,Plot Area,852,602,505,2,2,1,2,3,1,1,1,0,0,2,1,0,1,0,0,17,South-West,Unfurnished,0,1,0,1,Borewell Only,Full,5.97,16.74,49.25,28.6,5.2,1.6,1.0,9.2,8.5,45,4010000
India,Uttar Pradesh,Lucknow,Chinhat Village,Plot Area,2754,1976,1639,2,2,3,3,1,1,1,1,0,0,1,1,0,1,1,0,16,North-West,Semi-Furnished,0,1,1,0,Borewell Only,Full,4.8,9.59,44.3,69.41,6.2,5.2,1.0,7.5,7.3,44,5600000
India,Rajasthan,Udaipur,Hiran Magri,Super Built-up,1651,1344,1109,20,9,2,1,2,1,1,1,0,0,3,0,0,0,0,1,0,North-West,Semi-Furnished,1,0,1,0,24/7 Supply,None,0.89,4.21,2.03,28.13,9.3,7.9,9.4,8.0,4.5,134,23240000
India,West Bengal,Howrah,Bally,Super Built-up,1539,964,817,30,29,2,1,1,1,1,1,0,0,3,1,0,0,0,1,6,South,Semi-Furnished,0,1,0,0,Corporation + Borewell,Partial,2.01,1.01,4.43,27.29,8.4,9.5,8.7,8.6,6.9,154,6660000
India,Maharashtra,Nagpur,Besa,Super Built-up,3461,2318,2000,20,11,5,6,1,1,1,2,0,0,1,0,0,1,0,1,19,South-West,Semi-Furnished,1,1,0,1,24/7 Supply,Full,2.26,2.43,3.26,73.67,8.2,8.8,9.0,6.7,5.3,140,38440000
India,Punjab & Chandigarh,Ludhiana,Sarabha Nagar,Super Built-up,2088,1447,1223,10,10,3,4,1,1,1,1,0,1,2,1,1,1,0,1,7,South,Semi-Furnished,1,0,1,0,Corporation + Borewell,Partial,2.8,1.8,3.32,35.5,7.8,9.1,9.0,6.2,4.9,219,17770000
India,West Bengal,Howrah,Santragachi,Super Built-up,1277,830,674,4,3,1,1,2,1,1,1,0,0,1,0,1,0,0,1,7,North-West,Fully-Furnished,0,0,1,0,Corporation + Borewell,Full,2.68,4.34,2.44,42.04,7.9,7.8,9.3,7.8,5.7,138,12750000
India,West Bengal,Kolkata,Rajarhat,Carpet Area,717,576,468,10,9,1,1,2,1,1,1,1,0,2,1,0,0,0,1,20,West,Unfurnished,0,0,1,0,24/7 Supply,Partial,3.85,3.86,4.32,72.35,6.9,8.1,8.7,8.9,4.4,171,7030000
India,Gujarat,Vadodara,Alkapuri,Super Built-up,2134,1544,1241,10,5,3,3,2,2,1,1,0,0,1,0,0,0,0,1,5,South-East,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,1.92,4.71,2.1,74.19,8.5,7.6,9.4,8.5,7.3,188,20090000
India,Kerala,Thiruvananthapuram,Kowdiar,Super Built-up,2069,1390,1119,20,10,2,3,1,1,1,1,1,1,2,1,0,1,0,1,13,South-East,Unfurnished,0,0,0,1,Corporation + Borewell,Partial,0.6,1.84,7.7,45.92,9.5,9.1,7.7,6.2,4.9,192,18560000
India,Karnataka,Mangalore,Ullal Village,Plot Area,2044,1650,1327,2,2,3,2,1,2,1,1,0,0,1,1,0,1,0,0,10,West,Semi-Furnished,0,1,1,1,Borewell Only,Full,4.14,8.5,27.6,38.77,6.7,5.8,1.7,7.7,7.4,79,8950000
India,Punjab & Chandigarh,Chandigarh,Sector 35,Super Built-up,1847,1287,1070,20,12,2,1,1,1,1,1,0,0,1,0,1,1,0,1,21,West,Semi-Furnished,0,0,0,1,Corporation + Borewell,Partial,1.79,3.28,0.91,75.37,8.6,8.4,9.7,8.4,7.3,153,11190000
India,Maharashtra,Pune,Viman Nagar,Carpet Area,1524,1158,982,20,1,2,3,1,1,1,1,0,0,2,1,0,0,0,1,18,North,Unfurnished,0,0,0,1,Corporation + Borewell,Partial,0.35,3.0,6.9,25.83,9.7,8.5,7.9,7.2,5.7,117,30030000
India,Gujarat,Ahmedabad,Satellite,Super Built-up,2192,1620,1333,4,4,3,2,3,1,1,1,0,0,2,0,0,1,0,1,19,West,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,2.24,1.39,7.9,59.34,8.2,9.3,7.6,6.5,7.3,130,24920000
India,Punjab & Chandigarh,Amritsar,Ranjit Avenue,Carpet Area,2739,2194,1791,4,3,3,2,0,1,1,1,0,0,1,0,0,0,0,1,20,East,Semi-Furnished,0,0,1,0,24/7 Supply,Partial,2.43,1.76,3.28,57.58,8.1,9.1,9.0,6.1,4.4,213,33280000
India,Tamil Nadu,Madurai,KK Nagar,Super Built-up,1474,1153,953,4,4,2,2,2,1,1,1,0,1,0,0,0,1,0,1,20,South-East,Semi-Furnished,0,1,1,1,24/7 Supply,Full,1.95,5.98,4.8,63.45,8.4,7.0,8.6,8.4,4.9,68,9390000
India,Rajasthan,Udaipur,Sukher,Super Built-up,3298,2214,1826,10,1,4,3,1,1,1,1,0,1,2,1,0,1,0,1,16,East,Semi-Furnished,0,0,1,1,24/7 Supply,Full,1.52,0.6,7.86,68.39,8.8,9.7,7.6,9.0,4.2,140,33850000
India,Uttar Pradesh,Lucknow,Hazratganj,Carpet Area,2685,2135,1823,20,14,4,4,3,1,1,1,0,0,1,1,0,1,0,1,23,North-West,Semi-Furnished,1,0,1,1,24/7 Supply,Partial,0.33,5.09,3.16,74.1,9.7,7.5,9.1,8.3,7.6,87,19780000
India,Gujarat,Surat,Ghod Dod Road,Super Built-up,2461,1918,1627,10,8,3,4,3,1,1,1,0,0,1,0,0,1,0,1,15,South-West,Semi-Furnished,0,0,1,0,24/7 Supply,Full,3.96,2.35,3.9,55.8,6.8,8.8,8.8,8.7,8.3,118,23420000
India,Telangana,Warangal,Mamnoor Village,Plot Area,2331,1540,1236,2,2,3,2,1,1,1,1,1,0,1,1,0,1,1,0,18,North,Fully-Furnished,0,1,1,0,Borewell Only,Partial,9.84,17.26,29.06,50.82,2.1,1.4,1.3,8.2,9.0,61,8430000
India,Kerala,Thiruvananthapuram,Kowdiar,Super Built-up,1696,1343,1083,10,3,2,2,2,1,1,1,0,0,2,1,0,0,0,1,19,South-East,Semi-Furnished,1,0,1,1,Corporation + Borewell,Full,3.11,3.1,2.72,39.32,7.5,8.4,9.2,6.6,7.2,85,16530000
India,Gujarat,Ahmedabad,Satellite,Plot Area,2050,1333,1154,4,3,2,2,2,1,1,1,0,1,3,1,1,1,0,1,0,South-West,Semi-Furnished,0,0,1,1,24/7 Supply,Partial,2.02,1.72,6.57,65.93,8.4,9.1,8.0,8.0,6.3,93,34890000
India,Telangana,Warangal,Kazipet,Carpet Area,2358,1849,1481,10,7,3,2,2,1,1,1,1,0,1,0,0,0,0,1,0,West,Semi-Furnished,0,0,0,1,Corporation + Borewell,Full,3.91,2.74,4.62,31.89,6.9,8.6,8.6,6.0,5.5,162,41820000
India,Karnataka,Hubli-Dharwad,Gokul Road,Carpet Area,769,600,492,20,12,1,1,2,1,1,1,0,1,0,0,0,0,0,1,15,South-East,Semi-Furnished,1,0,0,0,Corporation + Borewell,Partial,2.02,2.36,5.79,43.22,8.4,8.8,8.3,8.9,6.4,137,9180000
India,Punjab & Chandigarh,Chandigarh,Sector 17,Super Built-up,2640,2107,1793,4,4,3,3,1,1,1,1,0,0,2,0,0,1,0,1,15,West,Fully-Furnished,0,0,0,1,Corporation + Borewell,Full,0.59,1.83,1.34,67.92,9.5,9.1,9.6,6.8,6.3,180,35260000
India,Maharashtra,Nashik,College Road,Super Built-up,3651,2734,2326,4,1,5,5,1,2,1,1,1,0,2,1,0,0,0,1,8,South-West,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,1.27,3.2,7.67,52.63,9.0,8.4,7.7,7.3,4.2,153,94250000
India,Rajasthan,Udaipur,Bhuwana Village,Plot Area,1193,787,663,2,1,1,1,1,1,1,1,1,0,2,1,0,1,0,0,22,North,Fully-Furnished,0,1,0,0,Borewell Only,Partial,2.66,16.38,48.19,58.59,7.9,1.8,1.0,7.7,7.7,30,2170000
India,Gujarat,Surat,Hazira Village,Plot Area,2750,1835,1489,2,1,3,3,1,2,1,1,0,1,0,1,0,1,0,0,13,East,Semi-Furnished,0,1,0,0,Borewell Only,Full,2.24,17.16,16.38,76.76,8.2,1.4,5.1,7.8,9.4,38,9940000
India,Tamil Nadu,Coimbatore,Thudiyalur Village,Plot Area,2903,1955,1650,2,2,4,4,1,1,1,1,0,0,2,1,0,1,0,0,12,South-West,Fully-Furnished,0,1,0,1,Borewell Only,Partial,4.08,8.52,42.07,55.46,6.7,5.7,1.0,8.0,9.5,79,6700000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,2108,1379,1139,2,2,2,2,1,1,1,1,1,0,2,1,0,1,1,0,5,West,Fully-Furnished,0,1,1,0,Borewell Only,Full,5.24,4.88,38.44,76.48,5.8,7.6,1.0,9.0,8.5,52,6830000
India,Telangana,Warangal,Subedari,Super Built-up,2707,2224,1805,20,11,3,3,2,1,1,1,1,0,1,1,0,0,0,1,2,South,Unfurnished,0,0,1,1,Corporation + Borewell,Full,1.37,2.11,2.64,31.18,8.9,8.9,9.2,7.3,4.5,107,28100000
India,Maharashtra,Nagpur,Dharampeth,Plot Area,2202,1679,1459,10,3,3,2,1,1,1,1,1,0,1,1,0,1,0,1,10,South-East,Semi-Furnished,1,1,0,1,Corporation + Borewell,Full,3.07,4.81,0.56,52.81,7.5,7.6,9.8,6.4,6.2,115,29260000
India,Gujarat,Vadodara,Alkapuri,Super Built-up,3854,2656,2304,20,19,5,4,2,2,1,1,0,0,1,0,1,0,0,1,4,North,Unfurnished,0,0,1,1,Corporation + Borewell,Full,0.81,5.88,2.57,47.97,9.4,7.1,9.2,6.1,7.7,186,55680000
India,West Bengal,Howrah,Shibpur,Plot Area,1788,1274,1049,30,26,2,3,2,1,1,1,0,1,0,1,0,0,1,1,20,South-West,Unfurnished,1,1,1,1,Corporation + Borewell,Partial,3.96,2.91,0.94,63.05,6.8,8.5,9.7,8.9,7.1,139,10900000
India,Punjab & Chandigarh,Chandigarh,Sector 35,Super Built-up,2660,1978,1689,10,5,3,2,2,1,1,1,1,0,2,0,0,0,0,1,18,East,Semi-Furnished,1,1,0,1,Corporation + Borewell,Partial,0.8,0.83,3.84,31.73,9.4,9.6,8.8,6.0,5.2,94,33300000
India,Gujarat,Vadodara,Alkapuri,Super Built-up,1920,1350,1165,10,2,2,2,2,1,1,1,1,0,2,0,0,0,0,1,7,North,Semi-Furnished,1,0,1,0,24/7 Supply,Full,1.45,5.83,2.82,35.31,8.8,7.1,9.2,8.5,6.2,89,20380000
India,Karnataka,Hubli-Dharwad,Rayapur Village,Plot Area,985,675,584,2,1,1,1,1,1,1,1,0,0,2,1,0,1,1,0,10,South,Semi-Furnished,0,1,1,0,Borewell Only,None,3.01,5.42,43.45,69.7,7.6,7.3,1.0,7.6,7.5,77,3360000
India,Gujarat,Ahmedabad,Prahlad Nagar,Plot Area,2877,1919,1607,4,2,4,4,1,1,1,1,0,0,1,1,1,0,0,1,16,South-West,Unfurnished,0,0,1,1,Corporation + Borewell,Partial,2.44,3.18,2.21,23.88,8.0,8.4,9.3,7.4,4.4,204,35120000
India,Uttar Pradesh,Kanpur,Swaroop Nagar,Super Built-up,1956,1283,1067,30,24,2,2,0,1,1,1,0,0,1,0,0,0,0,1,3,North-West,Semi-Furnished,0,0,0,0,24/7 Supply,Partial,3.72,2.36,0.89,62.85,7.0,8.8,9.7,8.9,5.4,102,21880000
India,Telangana,Warangal,Subedari,Super Built-up,1858,1184,968,4,3,2,2,1,1,1,1,1,0,2,1,0,0,0,1,9,West,Semi-Furnished,0,0,0,0,24/7 Supply,Full,3.78,2.51,6.7,52.79,7.0,8.7,8.0,8.3,4.8,179,11340000
India,Karnataka,Hubli-Dharwad,Gokul Road,Super Built-up,1794,1373,1139,4,4,2,1,1,1,1,1,1,0,0,1,0,1,0,1,8,East,Semi-Furnished,1,1,0,1,Corporation + Borewell,Partial,3.96,2.86,3.71,59.56,6.8,8.6,8.9,8.4,7.6,72,43820000
India,Delhi NCR,Noida,Greater Noida West,Carpet Area,2318,1576,1356,4,4,3,3,3,1,1,1,0,0,1,0,0,1,0,1,3,East,Semi-Furnished,0,0,0,0,24/7 Supply,Partial,0.37,2.03,6.12,48.48,9.7,9.0,8.2,8.7,4.6,198,39280000
India,Maharashtra,Mumbai,Juhu,Super Built-up,4313,3010,2508,4,4,5,5,2,1,1,2,0,0,3,1,0,1,0,1,1,East,Unfurnished,0,1,0,1,24/7 Supply,None,2.8,5.56,1.76,49.47,7.8,7.2,9.5,6.1,7.0,185,109870000
India,Maharashtra,Pune,Baner,Super Built-up,922,597,478,10,2,1,1,1,1,0,1,1,0,2,1,0,1,0,1,12,West,Unfurnished,1,1,1,1,24/7 Supply,Partial,3.05,5.06,4.22,44.95,7.6,7.5,8.7,6.6,6.7,147,11060000
India,Gujarat,Surat,Piplod,Super Built-up,1608,1163,959,20,13,2,2,1,1,1,1,0,1,1,0,0,0,0,1,15,West,Semi-Furnished,1,0,0,1,24/7 Supply,Full,3.35,3.91,0.5,38.28,7.3,8.0,9.8,8.3,4.3,177,15920000
India,Telangana,Hyderabad,Kondapur,Plot Area,1026,647,539,10,8,1,1,3,1,1,1,1,1,2,1,0,0,1,1,13,North,Semi-Furnished,1,0,1,1,Corporation + Borewell,Full,1.55,4.68,7.95,76.72,8.8,7.7,7.6,6.3,5.9,68,16420000
India,Maharashtra,Mumbai,Thane West,Super Built-up,3039,1963,1609,20,18,3,2,2,2,1,1,0,0,1,0,0,0,0,1,18,South-East,Semi-Furnished,1,0,1,0,Corporation + Borewell,Full,1.93,3.53,5.39,37.47,8.5,8.2,8.4,8.2,5.8,174,28020000
India,Uttar Pradesh,Lucknow,Aliganj,Carpet Area,1802,1496,1238,10,5,2,1,2,1,1,1,1,0,2,0,0,0,0,1,0,South-West,Semi-Furnished,0,0,1,1,24/7 Supply,Partial,1.36,3.98,4.32,36.11,8.9,8.0,8.7,8.6,6.5,90,17860000
India,Rajasthan,Udaipur,Hiran Magri,Super Built-up,2423,1837,1485,20,12,3,4,2,1,1,1,0,0,1,0,0,1,0,1,12,North,Fully-Furnished,1,0,0,1,Corporation + Borewell,Full,3.68,1.29,2.52,32.25,7.1,9.4,9.2,7.8,5.8,105,32130000
India,Delhi NCR,Faridabad,Sector 81,Super Built-up,1815,1252,1026,4,1,2,2,1,1,1,1,1,0,1,1,0,0,0,1,0,South,Fully-Furnished,1,1,0,1,Corporation + Borewell,Full,2.55,1.54,0.91,41.3,8.0,9.2,9.7,8.1,4.5,136,33670000
India,Tamil Nadu,Madurai,KK Nagar,Plot Area,1312,950,803,10,6,2,2,2,1,1,1,1,1,1,1,1,0,0,1,21,South-West,Unfurnished,0,0,0,1,Corporation + Borewell,Full,2.36,4.41,1.25,30.16,8.1,7.8,9.6,8.3,5.3,77,12660000
India,Rajasthan,Udaipur,Fatehpura,Super Built-up,1950,1260,1063,4,1,2,2,0,1,1,1,0,0,1,1,0,0,0,1,18,East,Semi-Furnished,0,0,1,1,24/7 Supply,Full,1.75,3.35,3.9,23.71,8.6,8.3,8.8,7.9,6.6,132,13250000
India,Maharashtra,Nagpur,Dharampeth,Plot Area,4275,3372,2751,20,15,5,5,1,1,1,1,1,0,1,1,0,1,0,1,16,North-East,Semi-Furnished,0,1,0,0,Corporation + Borewell,Full,1.03,3.77,5.38,40.77,9.2,8.1,8.4,8.4,7.8,206,93090000
India,Delhi NCR,Gurugram,DLF Phase 5,Super Built-up,2504,2070,1745,10,7,3,3,3,1,1,1,1,0,2,0,1,0,0,1,22,North,Semi-Furnished,1,0,0,1,Corporation + Borewell,Full,3.28,1.82,6.48,76.29,7.4,9.1,8.1,8.4,4.1,165,29900000
India,West Bengal,Kolkata,Ballygunge,Super Built-up,2357,1645,1349,10,4,3,3,2,1,1,1,1,0,1,0,0,0,0,1,0,North,Fully-Furnished,0,0,1,1,Corporation + Borewell,Partial,2.37,3.52,2.49,60.51,8.1,8.2,9.3,8.8,7.4,157,25790000
India,Karnataka,Mangalore,Kadri,Carpet Area,2158,1366,1151,20,11,2,2,2,1,1,1,1,0,1,0,0,1,0,1,4,North-West,Unfurnished,0,0,1,0,Corporation + Borewell,Partial,0.59,3.49,2.8,51.39,9.5,8.3,9.2,6.4,5.7,72,26970000
India,Kerala,Kochi,Kumbalangi Village,Plot Area,824,684,551,2,2,1,1,2,1,1,1,1,0,2,1,0,1,0,0,15,West,Semi-Furnished,0,1,1,0,Borewell Only,Full,11.29,9.87,29.55,61.07,1.0,5.1,1.1,8.4,9.5,77,1840000
India,Telangana,Warangal,Kazipet,Super Built-up,732,494,412,20,6,1,2,1,1,1,1,0,0,1,1,0,0,0,1,4,South,Fully-Furnished,0,0,0,0,Corporation + Borewell,Full,3.98,2.01,0.38,21.68,6.8,9.0,9.9,8.1,7.0,204,5760000
India,Gujarat,Ahmedabad,Bopal,Super Built-up,2697,1882,1625,10,2,3,4,0,1,1,1,0,0,0,0,1,1,0,1,17,North,Unfurnished,1,1,0,0,24/7 Supply,Full,3.0,2.94,4.16,70.53,7.6,8.5,8.8,8.1,4.6,146,23160000
India,Rajasthan,Udaipur,Fatehpura,Super Built-up,2503,1908,1584,20,3,3,2,1,1,1,1,1,0,1,0,0,0,0,1,16,North-East,Semi-Furnished,0,1,0,1,24/7 Supply,Partial,1.46,5.39,4.58,74.44,8.8,7.3,8.6,8.7,6.9,173,32310000
India,Tamil Nadu,Madurai,Anna Nagar,Super Built-up,4413,3075,2652,20,9,5,4,1,1,1,1,1,0,1,0,0,0,0,1,12,West,Unfurnished,0,1,1,0,24/7 Supply,Full,1.02,0.76,1.01,53.89,9.2,9.6,9.7,6.6,6.2,162,34090000
India,Telangana,Hyderabad,Tellapur,Carpet Area,2200,1472,1247,4,3,3,2,3,1,1,1,1,0,2,0,1,0,0,1,9,North,Semi-Furnished,0,0,0,0,24/7 Supply,Partial,0.57,4.26,6.68,69.92,9.5,7.9,8.0,8.1,5.1,145,32680000
India,Maharashtra,Mumbai,Dharavi Village,Plot Area,3882,3164,2567,2,2,5,5,2,1,1,1,0,1,1,1,0,1,1,0,16,North-West,Semi-Furnished,0,1,0,1,Borewell Only,Full,10.85,5.03,18.29,59.34,1.3,7.5,4.5,8.4,8.3,63,15060000
India,Uttar Pradesh,Kanpur,Bithoor Village,Plot Area,1062,762,631,2,1,1,1,2,1,1,1,1,0,2,1,0,0,0,0,12,West,Unfurnished,0,1,1,1,Borewell Only,Full,6.12,9.98,21.75,67.0,5.1,5.0,3.5,9.4,8.7,65,3160000
India,Uttar Pradesh,Kanpur,Bithoor Village,Plot Area,1968,1597,1387,2,1,3,2,2,1,1,1,1,0,1,1,0,0,0,0,16,South,Semi-Furnished,0,1,0,1,Borewell Only,Full,5.41,4.86,17.3,20.79,5.7,7.6,4.8,7.7,8.7,78,3310000
India,Telangana,Warangal,Hanamkonda,Super Built-up,2594,2151,1867,30,11,4,4,2,1,1,1,0,1,2,0,0,1,0,1,12,East,Fully-Furnished,0,1,0,1,24/7 Supply,Partial,2.01,4.1,2.28,78.15,8.4,8.0,9.3,7.5,5.9,70,51680000
India,Telangana,Warangal,Mamnoor Village,Plot Area,2467,1836,1470,2,2,3,3,1,1,1,1,0,0,2,1,0,1,0,0,16,South-West,Fully-Furnished,0,1,0,1,Borewell Only,None,5.16,17.86,35.48,48.79,5.9,1.1,1.0,9.3,9.2,62,11630000
India,Uttar Pradesh,Lucknow,Mahanagar,Super Built-up,1132,919,777,10,5,2,2,3,1,1,1,0,0,0,1,1,1,0,1,5,West,Semi-Furnished,0,0,1,1,Corporation + Borewell,Full,2.5,1.39,2.76,45.04,8.0,9.3,9.2,7.4,6.0,185,15600000
India,Karnataka,Bangalore,Koramangala,Super Built-up,2231,1714,1460,20,1,3,4,1,2,1,1,0,0,0,1,0,0,0,1,3,South-West,Fully-Furnished,1,1,1,1,Corporation + Borewell,Full,1.21,1.44,5.09,34.55,9.0,9.3,8.5,7.2,7.2,187,37360000
India,Maharashtra,Pune,Mulshi Village,Plot Area,1590,1184,1018,2,2,2,2,2,1,1,1,1,1,2,1,0,1,1,0,7,South,Semi-Furnished,0,1,0,1,Borewell Only,Partial,3.9,19.64,49.46,42.43,6.9,1.0,1.0,9.2,8.9,57,6530000
India,Karnataka,Mangalore,Surathkal,Carpet Area,3077,2044,1688,10,7,3,3,1,1,1,1,0,1,1,0,1,1,0,1,4,North-West,Unfurnished,1,0,0,1,24/7 Supply,Full,2.23,1.29,6.92,41.76,8.2,9.4,7.9,8.9,4.1,183,63390000
India,Maharashtra,Nashik,College Road,Super Built-up,1765,1412,1150,30,20,2,3,2,1,1,1,1,1,2,0,1,0,0,1,8,South-East,Semi-Furnished,0,1,0,1,24/7 Supply,Partial,1.1,3.27,7.01,65.7,9.1,8.4,7.9,6.7,5.5,108,44910000
India,Maharashtra,Mumbai,Thane West,Super Built-up,936,750,605,4,2,1,1,1,1,1,1,0,1,2,0,0,0,0,1,23,East,Semi-Furnished,1,0,1,0,Corporation + Borewell,Partial,3.38,0.63,0.35,46.21,7.3,9.7,9.9,9.0,7.5,213,12280000
India,Maharashtra,Nashik,College Road,Super Built-up,1850,1185,997,10,3,2,1,2,1,1,1,1,1,1,0,0,0,0,1,0,West,Semi-Furnished,0,0,0,1,24/7 Supply,Partial,1.87,3.73,4.11,63.46,8.5,8.1,8.8,8.3,6.0,81,29180000
India,Maharashtra,Mumbai,Worli,Super Built-up,799,627,509,4,3,1,1,2,1,1,1,1,0,1,0,0,1,0,1,18,North-West,Fully-Furnished,0,1,0,0,Corporation + Borewell,Full,0.33,4.43,7.64,31.56,9.7,7.8,7.7,6.5,5.5,172,17610000
India,Kerala,Thiruvananthapuram,Vellayambalam,Super Built-up,3602,2340,1968,10,10,4,3,1,1,1,1,0,0,3,0,0,1,0,1,19,East,Semi-Furnished,0,0,0,1,Corporation + Borewell,Full,1.37,0.76,7.73,73.18,8.9,9.6,7.7,6.9,6.3,137,13320000
India,Uttar Pradesh,Lucknow,Aliganj,Super Built-up,2810,2234,1794,10,10,4,4,1,2,1,1,0,1,1,0,0,1,0,1,10,South-West,Semi-Furnished,1,0,0,0,24/7 Supply,Full,2.95,3.27,0.8,74.57,7.6,8.4,9.8,8.9,5.9,62,15330000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,1197,893,728,2,2,1,1,3,1,0,1,0,1,2,1,0,1,1,0,9,South-East,Semi-Furnished,0,1,1,1,Borewell Only,None,9.69,18.14,32.77,62.03,2.2,1.0,1.0,9.5,8.5,73,4070000
India,Gujarat,Ahmedabad,Sanand Village,Plot Area,1702,1236,1028,2,2,2,2,1,1,1,1,0,1,1,1,0,1,1,0,18,West,Semi-Furnished,0,1,0,1,Borewell Only,Partial,9.25,18.42,36.93,60.23,2.6,1.0,1.0,8.8,8.4,61,4650000
India,Rajasthan,Udaipur,Sukher,Plot Area,1278,836,682,30,8,1,1,2,1,1,1,0,0,2,1,1,0,0,1,7,South-West,Semi-Furnished,0,0,0,0,24/7 Supply,Full,2.01,2.99,3.56,52.24,8.4,8.5,8.9,9.2,4.1,140,8740000
India,Delhi NCR,Faridabad,Ballabhgarh Village,Plot Area,1492,1147,941,2,1,2,2,1,1,1,1,0,0,1,1,0,0,0,0,10,North,Unfurnished,0,1,0,0,Borewell Only,Full,6.25,11.35,17.04,59.78,5.0,4.3,4.9,9.2,7.4,37,6310000
India,Delhi NCR,Faridabad,Ballabhgarh Village,Plot Area,1733,1086,920,2,1,2,1,0,1,1,1,0,1,1,1,0,1,1,0,23,East,Semi-Furnished,0,1,1,1,Borewell Only,Full,2.05,7.04,36.68,55.94,8.4,6.5,1.0,8.7,7.7,49,4220000
India,Telangana,Hyderabad,Tellapur,Plot Area,2247,1811,1568,20,2,3,4,2,1,1,1,0,0,3,1,0,0,1,1,23,South,Semi-Furnished,1,1,0,1,Corporation + Borewell,None,2.52,1.47,5.25,57.4,8.0,9.3,8.4,7.3,7.0,77,20860000
India,Punjab & Chandigarh,Ludhiana,Sahnewal Village,Plot Area,1832,1475,1248,2,2,3,3,1,1,1,1,0,0,1,1,0,1,0,0,10,South-East,Semi-Furnished,0,1,0,1,Borewell Only,Partial,11.67,7.81,28.98,53.11,1.0,6.1,1.3,9.5,7.7,37,6290000
India,Delhi NCR,Gurugram,Golf Course Road,Carpet Area,903,647,525,20,18,1,1,2,1,0,1,0,0,1,0,0,0,0,1,8,North-West,Unfurnished,0,0,1,1,24/7 Supply,Partial,3.99,3.29,5.7,34.62,6.8,8.4,8.3,9.0,7.6,169,10690000
India,Uttar Pradesh,Varanasi,Sigra,Super Built-up,1055,660,564,20,10,1,1,1,1,1,1,1,1,2,0,1,1,0,1,11,North-East,Semi-Furnished,0,0,0,0,24/7 Supply,Full,1.64,4.64,1.99,28.29,8.7,7.7,9.4,7.4,6.8,104,5310000
India,West Bengal,Howrah,Domjur Village,Plot Area,942,734,608,2,1,1,1,2,1,0,1,0,0,2,1,0,1,1,0,4,North-West,Unfurnished,0,1,1,0,Borewell Only,Partial,4.13,11.09,35.18,22.08,6.7,4.5,1.0,9.6,8.4,35,2270000
India,Karnataka,Mangalore,Kadri,Super Built-up,2564,1683,1377,20,9,3,4,2,2,1,1,0,0,1,0,1,0,0,1,18,South-East,Semi-Furnished,0,1,0,1,24/7 Supply,Partial,0.38,4.52,2.1,66.38,9.7,7.7,9.4,8.2,8.2,109,19600000
India,Kerala,Kochi,Kumbalangi Village,Plot Area,1627,1325,1149,2,1,2,1,2,1,1,1,0,0,1,1,0,0,0,0,7,West,Semi-Furnished,0,1,1,1,Borewell Only,Partial,8.21,12.58,45.62,43.25,3.4,3.7,1.0,7.8,8.2,72,6580000
India,Karnataka,Mysore,JP Nagar,Carpet Area,2034,1520,1283,10,3,3,3,0,1,1,1,1,0,1,0,0,0,0,1,5,South,Semi-Furnished,0,0,0,0,Corporation + Borewell,Full,3.06,1.84,1.06,62.28,7.6,9.1,9.7,6.9,5.4,200,19150000
India,Delhi NCR,Delhi,Dwarka Sector 10,Super Built-up,1553,1031,838,10,3,2,3,0,1,1,1,0,0,2,0,0,0,0,1,5,North-West,Semi-Furnished,1,1,0,1,24/7 Supply,None,2.86,4.07,1.38,56.59,7.7,8.0,9.6,6.5,7.5,82,20950000
India,Punjab & Chandigarh,Chandigarh,Manimajra Village,Plot Area,2735,1716,1396,2,1,3,2,3,1,1,1,0,1,3,1,0,0,0,0,5,North-East,Unfurnished,0,1,1,0,Borewell Only,Full,1.98,13.45,25.16,30.12,8.4,3.3,2.5,8.8,7.8,29,6630000
India,Karnataka,Hubli-Dharwad,Rayapur Village,Plot Area,1597,1083,912,2,2,2,2,2,1,1,1,1,0,2,1,0,1,0,0,4,South-East,Semi-Furnished,0,1,1,1,Borewell Only,Partial,11.04,14.24,47.62,49.57,1.2,2.9,1.0,9.2,8.8,55,5930000
India,Uttar Pradesh,Varanasi,Sarnath Village,Plot Area,1260,1035,879,2,2,2,1,3,1,1,1,0,1,1,1,0,1,0,0,7,North-East,Unfurnished,0,1,0,1,Borewell Only,Partial,2.65,13.31,37.37,61.38,7.9,3.3,1.0,7.7,9.0,58,5500000
